GRDC;GSIM;Error_m3/s;NRMSE;KGE;T-test;F-test;Distance_m;Months;Station_grdc;Station_gsim;River_grdc;River_gsim;Agree
4208676;CA_0003567;5.527;0.011183043;0.998;0.935123066;0.486652759;6;222;NEAR HINTON;NEAR HINTON;WILDHAY RIVER;WILDHAY RIVER;1
4208680;CA_0003590;0.068;0.0057718;0.9998;0.992505791;0.489238561;152;260;NEAR HINTON;NEAR HINTON;WAMPUS CREEK;WAMPUS CREEK;1
4208681;CA_0003591;0.003;0.003150431;0.9997;0.990610774;0.494477309;0;87;NEAR HINTON;NEAR HINTON;DEERLICK CREEK;DEERLICK CREEK;1
4208682;CA_0003592;0.002;0.004068621;0.9998;0.985878561;0.497536652;0;99;NEAR HINTON;NEAR HINTON;EUNICE CREEK;EUNICE CREEK;1
4208683;CA_0003600;1.765;0.006506658;0.9998;0.983150836;0.472911405;23;218;NEAR THE MOUTH;NEAR THE MOUTH;GREGG RIVER;GREGG RIVER;1
4208684;CA_0003602;0.138;0.071656978;0.9954;0.880621391;0.382562425;960;12;NEAR HINTON;NEAR HINTON;GREGG RIVER;GREGG RIVER;1
4208690;CA_0003578;0.012;0.03588736;0.9985;0.853426295;0.336445673;1;82;NEAR HINTON;NEAR HINTON;WHISKEYJACK CREEK;WHISKEYJACK CREEK;1
4208699;CA_0003605;1.474;0.075306904;0.9601;0.801607831;0.178060614;618;20;NEAR CADOMIN;NEAR CADOMIN;WHITEHORSE CREEK;WHITEHORSE CREEK;1
4208700;CA_0003599;1.447;0.046943069;0.9995;0.76493352;0.126053089;101;246;NEAR WEALD;NEAR WEALD;EMBARRAS RIVER;EMBARRAS RIVER;1
4208701;CA_0003604;0.062;0.007019657;0.9988;0.994242944;0.490412748;893;33;ROBB;AT ROBB;EMBARRAS RIVER;EMBARRAS RIVER;1
4208703;CA_0003619;0.453;0.020673104;0.9993;0.924374967;0.20978965;300;216;NEAR THE MOUTH;NEAR THE MOUTH;LOVETT RIVER;LOVETT RIVER;1
4208704;CA_0003595;0.095;0.010275215;0.9999;0.93044806;0.413450288;45;273;NEAR BICKERDIKE;NEAR BICKERDIKE;SUNDANCE CREEK;SUNDANCE CREEK;1
4208705;CA_0003603;0.851;0.08633439;0.9964;0.684039576;0.018666073;1;47;BELOW HANLAN CREEK;BELOW HANLAN CREEK;ERITH RIVER;ERITH RIVER;1
4208710;CA_0003689;0.012;0.022596778;0.9999;0.865741835;0.333011121;0;136;NEAR FORT MACKAY;NEAR FORT MACKAY;HARTLEY CREEK;HARTLEY CREEK;1
4208715;CA_0003573;4.664;0.034485691;0.9998;0.892724146;0.343810174;43;233;NEAR THE MOUTH;NEAR THE MOUTH;BERLAND RIVER;BERLAND RIVER;1
4208720;CA_0003686;17.545;0.022903707;0.9963;0.887356248;0.370803404;1178;302;NEAR FORT MCMURRAY;NEAR FORT MCMURRAY;STEEPBANK RIVER;STEEPBANK RIVER;1
4208725;CA_0003625;0.303;0.001352635;1;0.991953224;0.473421679;194;273;BARRHEAD;AT BARRHEAD;PADDLE RIVER;PADDLE RIVER;1
4208726;CA_0003623;0.439;0.005473356;0.9997;0.984539887;0.442081734;123;269;NEAR ROCHFORD BRIDGE;NEAR ROCHFORT BRIDGE;PADDLE RIVER;PADDLE RIVER;1
4208727;CA_0003628;0.489;0.025381646;0.9986;0.828210743;0.350573207;210;277;NEAR ANSELMO;NEAR ANSELMO;PADDLE RIVER;PADDLE RIVER;1
4208728;CA_0003624;0.97;0.024917437;0.9994;0.928479336;0.425502752;16920;276;NEAR MAYERTHORPE;NEAR MAYERTHORPE;LITTLE PADDLE RIVER;LITTLE PADDLE RIVER;1
4208729;CA_0003630;0.003;0.043549228;1;0.805507246;0.040566706;0;124;ABOVE ROMEO LAKE;ABOVE ROMEO LAKE;ROMEO CREEK;ROMEO CREEK;1
4208730;CA_0003684;635.474;0.013192406;0.9995;0.975890477;0.473278557;245;399;BELOW MCMURRAY;BELOW FORT MCMURRAY;ATHABASCA RIVER;ATHABASCA RIVER;1
4208733;CA_0003585;170.852;0.008630273;0.9997;0.962726665;0.464997858;103;284;NEAR WINDFALL;NEAR WINDFALL;ATHABASCA RIVER;ATHABASCA RIVER;1
4208734;CA_0003576;88.223;0.012077409;0.9992;0.948674648;0.476135396;187;399;HINTON;AT HINTON;ATHABASCA RIVER;ATHABASCA RIVER;1
4208740;CA_0003675;14.162;0.020934527;0.9957;0.780406439;0.234616854;451;296;FORT MCMURRAY;AT FORT MCMURRAY;HANGINGSTONE RIVER;HANGINGSTONE RIVER;1
4208745;CA_0003626;0.003;0.010952642;0.9998;0.967036973;0.499436838;576;73;NEAR SANGUDO;NEAR SANGUDO;CONNOR CREEK;CONNOR CREEK;1
4208747;CA_0003629;0;0.001107929;1;0.993985198;0.498258848;221;277;NEAR CHERHILL;NEAR CHERHILL;COYOTE CREEK;COYOTE CREEK;1
4208750;CA_0003616;3.697;0.026342149;0.9993;0.924420519;0.333860697;129;281;NEAR WHITECOURT;NEAR WHITECOURT;SAKWATAMAU RIVER;SAKWATAMAU RIVER;1
4208752;CA_0003615;0.013;0.01436557;1;0.928666011;0.326457164;35;280;NEAR BLUE RIDGE;NEAR BLUE RIDGE;CHRISTMAS CREEK;CHRISTMAS CREEK;1
4208755;CA_0003614;24.82;0.056645043;0.9945;0.979180602;0.146984551;145;287;NEAR FORT ASSINIBOINE;NEAR FORT ASSINIBOINE;FREEMAN RIVER;FREEMAN RIVER;1
4208757;CA_0003613;4.909;0.052915624;0.9825;0.440820293;0.002218978;74;229;NEAR WHITECOURT;NEAR WHITECOURT;GROAT CREEK;GROAT CREEK;1
4208760;CA_0003636;0.141;0.007893042;0.9989;0.976673484;0.40121364;151;261;NEAR PIBROCH;NEAR PIBROCH;WABASH CREEK;WABASH CREEK;1
4208763;CA_0003635;0.192;0.012133702;0.999;0.933456197;0.434058444;36;264;HIGHWAY NO. 44;AT HIGHWAY NO 44;DAPP CREEK;DAPP CREEK;1
4208764;CA_0003638;0.086;0.024928278;0.9997;0.878945666;0.148666811;1434;263;ABOVE BAPTISTE LAKE;ABOVE BAPTISTE LAKE;PORTER CREEK;PORTER CREEK;1
4208765;CA_0003639;0.159;0.00771324;0.9988;0.906872609;0.424941714;108;248;NEAR TAWATINAW;NEAR TAWATINAW;STONY CREEK;STONY CREEK;1
4208770;CA_0003650;16.872;0.022340921;0.9979;0.87636255;0.443943244;992;376;NEAR KINUSO;NEAR KINUSO;SWAN RIVER;SWAN RIVER;1
4208771;CA_0003651;3.136;0.033649632;0.9975;0.841487329;0.171651295;45;284;NEAR SWAN HILLS;NEAR SWAN HILLS;SWAN RIVER;SWAN RIVER;1
4208773;CA_0003652;3.02;0.16096287;0.994;0.9796009;0.005178069;0;138;NEAR KINUSO;NEAR KINUSO;ADAMS CREEK;ADAMS CREEK;1
4208775;CA_0003649;10.46;0.022782323;0.9861;0.974402123;0.415285792;1040;58;NEAR DRIFTPILE;NEAR DRIFTPILE;DRIFTPILE RIVER;DRIFTPILE RIVER;1
4208777;CA_0003647;0.46;0.029885058;0.9966;0.842698525;0.35937386;148;211;NEAR SLAVE LAKE;NEAR SLAVE LAKE;LILY CREEK;LILY CREEK;1
4208778;CA_0003644;0.38;0.007028697;0.9996;0.968291715;0.475250721;841;219;NEAR GROUARD;NEAR GROUARD;SALT CREEK;SALT CREEK;1
4208780;CA_0003641;16.464;0.044401495;0.993;0.849201684;0.326197713;154;374;NEAR HIGH PRAIRIE;NEAR HIGH PRAIRIE;WEST PRAIRIE RIVER;WEST PRAIRIE RIVER;1
4208781;CA_0003640;95.858;0.041071956;0.9818;0.636773857;0.03175621;182;271;NEAR ENILDA;NEAR ENILDA;EAST PRAIRIE RIVER;EAST PRAIRIE RIVER;1
4208792;CA_0003658;1.472;0.004693455;0.9998;0.989791698;0.490875383;468;102;HIGHWAY NO. 2A;AT HIGHWAY NO 2A;LESSER SLAVE RIVER;LESSER SLAVE RIVER;1
4208793;CA_0003653;7.076;0.003409989;0.9995;0.998478696;0.498973554;447;280;SLAVE LAKE;AT SLAVE LAKE;LESSER SLAVE RIVER;LESSER SLAVE RIVER;1
4208797;CA_0003657;38.809;0.03030895;0.9927;0.945279573;0.484828399;395;265;NEAR SPURFIELD;NEAR SPURFIELD;SAULTEUX RIVER;SAULTEAUX RIVER;1
4208798;CA_0003659;0.022;0.006003779;1;0.972189909;0.464902224;100;386;NEAR THE MOUTH;NEAR THE MOUTH;DRIFTWOOD RIVER;DRIFTWOOD RIVER;1
4208799;CA_0003660;3.874;0.029821348;0.9969;0.922047777;0.479015646;178;267;NEAR SLAVE LAKE;NEAR SLAVE LAKE;SAWRIDGE CREEK;SAWRIDGE CREEK;1
4208810;CA_0003803;0.321;0.00744563;1;0.994817629;0.449439738;132;399;NEAR THE MOUTH;NEAR THE MOUTH;WASKAHIGAN RIVER;WASKAHIGAN RIVER;1
4208821;CA_0003834;159.2;0.032709857;0.9981;0.935569147;0.301798255;50;385;HIGHWAY NO.88;AT HIGHWAY NO 88;WABASCA RIVER;WABASCA RIVER;1
4208822;CA_0003829;0;0.025552043;1;0.877344827;0.402379578;0;107;BELOW TROUT RIVER;BELOW TROUT RIVER;WABASCA RIVER;WABASCA RIVER;1
4208825;CA_0003828;26.88;0.042800952;0.9967;0.734688048;0.170029556;118;229;NEAR WABASCA;NEAR WABASCA;WILLOW RIVER;WILLOW RIVER;1
4208826;CA_0003835;0.848;0.009304079;0.9995;0.997511036;0.481107421;134;278;HIGHWAY NO.88;AT HIGHWAY NO 88;JACKPINE CREEK;JACKPINE CREEK;1
4208827;CA_0003836;0.004;0.016548615;1;0.939153232;0.424436612;192;259;NEAR LA CRETE;NEAR LA CRETE;TEEPEE CREEK;TEEPEE CREEK;1
4208830;CA_0003820;1.2;0.006503308;0.9991;0.996967914;0.471234417;121;233;OUTLET CADOTTE LAKE;AT OUTLET CADOTTE LAKE;CADOTTE RIVER;CADOTTE RIVER;1
4208831;CA_0003818;0;0.007794822;1;0.973270102;0.49688231;0;96;NEAR MCLENNAN;KRAWCHUK DRAINAGE NEAR MCLENNAN;KRAWCHUK DRAINAGE;;1
4208832;CA_0003821;0.032;0.009604369;0.9967;0.997937912;0.495261118;0;90;HIGHWAY NO. 686;AT HIGHWAY NO 686;ELDER CREEK;ELDER CREEK;1
4208833;CA_0003831;0.025;0.007391811;0.9999;0.964085367;0.408633382;331;210;NEAR RED EARTH CREEK;NEAR RED EARTH CREEK;REDEARTH CREEK;REDEARTH CREEK;1
4208834;CA_0003830;0.496;0.026959719;0.9989;0.771644021;0.168382684;767;267;NEAR RED EARTH CREEK;NEAR RED EARTH CREEK;LAFOND CREEK;LAFOND CREEK;1
4208835;CA_0003843;74.598;0.02976447;0.9981;0.9828858;0.311039803;433;297;BELOW ALICE CREEK;BELOW ALICE CREEK;BIRCH RIVER;BIRCH RIVER;1
4208843;CA_0003708;3.914;0.012902226;0.9992;0.924286451;0.482022603;113;291;NEAR THE MOUTH;NEAR THE MOUTH;RICHARDSON RIVER;RICHARDSON RIVER;1
4208850;CA_0003664;0.468;0.040595863;0.999;0.713716468;2.43E-06;163;267;NEAR GRASSLAND;NEAR GRASSLAND;PINE CREEK;PINE CREEK;1
4208851;CA_0003671;0.035;0.038850082;0.9967;0.918755565;0.493040844;830;22;NEAR COLINTON;NEAR COLINTON;PINE CREEK;PINE CREEK;1
4208853;CA_0003663;0.049;0.005053178;0.9991;0.984408817;0.420860085;127;260;NEAR BOYLE;NEAR BOYLE;FLAT CREEK;FLAT CREEK;1
4208854;CA_0003666;0.028;0.012561443;0.9999;0.938732772;0.05935388;36;260;NEAR COLINTON;NEAR COLINTON;BABETTE CREEK;BABETTE CREEK;1
4208855;CA_0003668;0.519;0.008371719;0.9997;0.97974994;0.48722247;0;158;HIGHWAY NO. 63;AT HIGHWAY NO 63;LA BICHE RIVER;LA BICHE RIVER;1
4208857;CA_0003665;0.232;0.003087053;0.9999;0.992643214;0.496440036;144;321;NEAR WANDERING RIVER;NEAR WANDERING RIVER;WANDERING RIVER;WANDERING RIVER;1
4208858;CA_0003670;4.998;0.008243779;0.9998;0.972672881;0.474582985;210;238;BELOW PICHE RIVER;BELOW PICHE RIVER;OWL RIVER;OWL RIVER;1
4208860;CA_0003667;0.001;0.037809267;0.9999;0.901727752;0.404796008;1089;23;NEAR IMPERIAL MILLS;NEAR IMPERIAL MILLS;PICHE RIVER;PICHE RIVER;1
4208861;CA_0003669;0.933;0.008373896;0.9997;0.989756334;0.479217187;825;241;NEAR THE MOUTH;NEAR THE MOUTH;LOGAN RIVER;LOGAN RIVER;1
4208862;CA_0003672;6.369;0.021022285;0.9995;0.901927098;0.447952004;479;251;HIGHWAY NO. 63;AT HIGHWAY NO 63;HOUSE RIVER;HOUSE RIVER;1
4208863;CA_0003683;0.351;0.020367152;0.9962;0.956124716;0.386915973;0;95;NEAR CONKLIN;NEAR CONKLIN;BIRCH CREEK;BIRCH CREEK;1
4208864;CA_0003682;0.378;0.009547885;0.9992;0.915665976;0.384623902;0;102;BELOW CHRISTINA LAKE;BELOW CHRISTINA LAKE;JACKFISH RIVER;JACKFISH RIVER;1
4208865;CA_0003679;25.071;0.015010913;0.9992;0.959445668;0.464042173;325;262;NEAR CHARD;NEAR CHARD;CHRISTINA RIVER;CHRISTINA RIVER;1
4208867;CA_0003680;3.969;0.034739501;0.996;0.791712299;0.281656616;71;248;NEAR CHARD;NEAR CHARD;PONY CREEK;PONY CREEK;1
4208868;CA_0003681;0.167;0.054243867;0.9936;0.79232721;0.061333718;1;107;NEAR ANZAC;NEAR ANZAC;ROBERT CREEK;ROBERT CREEK;1
4208870;CA_0003637;393.963;0.021534322;0.9995;0.991079114;0.464757682;207;386;ATHABASCA;AT ATHABASCA;ATHABASCA RIVER;ATHABASCA RIVER;1
4208871;CA_0003707;592.349;0.07742661;0.974;0.872158256;0.351839515;18720;29;EMBARRAS AIRPORT;AT EMBARRAS AIRPORT;ATHABASCA RIVER;ATHABASCA RIVER;1
4208880;CA_0003674;64.834;0.014426965;0.9996;0.882946566;0.424773105;139;398;DRAPER;AT DRAPER;CLEARWATER RIVER;CLEARWATER RIVER;1
4208881;CA_0003676;26.797;0.015994358;0.9997;0.933661369;0.437184568;295;338;ABOVE CHRISTINA RIVER;ABOVE CHRISTINA RIVER;CLEARWATER RIVER;CLEARWATER RIVER;1
4208882;CA_0003677;2.754;0.007617037;0.9999;0.992480363;0.484500822;1;171;OUTLET OF LLOYD LAKE;AT OUTLET OF LLOYD LAKE;CLEARWATER RIVER;CLEARWATER RIVER;1
4208883;CA_0003678;2.95;0.031922381;0.9973;0.872873771;0.307802322;0;165;BELOW DUPRE LAKE;BELOW DUPRE LAKE;DESCHARME RIVER;DESCHARME RIVER;1
4208887;CA_0003698;2.137;0.039845002;0.9986;0.84397171;0.008175934;461;305;ABOVE SYNCRUDE;ABOVE SYNCRUDE;BEAVER RIVER;BEAVER RIVER;1
4208888;CA_0003687;0.175;0.00535162;0.9988;0.971070168;0.499103303;1165;79;NEAR FORT MCMURRAY;NEAR FORT MCMURRAY;POPLAR CREEK;POPLAR CREEK;1
4208889;CA_0003688;1.789;0.00490382;0.9996;0.99744799;0.455039808;238;307;NEAR FORT MACKAY;NEAR FORT MACKAY;MUSKEG RIVER;MUSKEG RIVER;1
4208890;CA_0003700;37.324;0.036566571;0.9958;0.739998896;0.205312872;195;304;NEAR FORT MACKAY;NEAR FORT MACKAY;MACKAY RIVER;MACKAY RIVER;1
4208891;CA_0003704;0.087;0.028463055;0.9996;0.918819261;0.428120161;0;67;ABOVE DUNKIRK RIVER;ABOVE DUNKIRK RIVER;MACKAY RIVER;MACKAY RIVER;1
4208894;CA_0003696;0.017;0.028503331;0.9998;0.884563635;0.217275267;0;116;NEAR FORT MACKAY;NEAR FORT MACKAY;JOSLYN CREEK;JOSLYN CREEK;1
4208895;CA_0003697;1.757;0.011057058;0.9977;0.927858089;0.48782614;983;77;NEAR THE MOUTH;NEAR THE MOUTH;ELLS RIVER;ELLS RIVER;1
4208910;CA_0003566;82.669;0.097848862;0.9822;0.52235924;0.159326461;1;87;NEAR THE MOUTH;NEAR THE MOUTH;SNAKE INDIAN RIVER;SNAKE INDIAN RIVER;1
4208915;CA_0003691;0.555;0.017562389;0.9956;0.859093789;0.482416819;0;115;NEAR FORT MACKAY;NEAR FORT MACKAY;FIRST CREEK;UNNAMED CREEK;1
4208916;CA_0003705;56.028;0.019487509;0.9978;0.884636509;0.405191998;140;305;NEAR THE MOUTH;NEAR THE MOUTH;FIREBAG RIVER;FIREBAG RIVER;1
4208920;CA_0003559;48.454;0.012324964;1;0.95341765;0.492274682;196;396;NEAR JASPER;NEAR JASPER;ATHABASCA RIVER;ATHABASCA RIVER;1
4208921;CA_0003558;5.465;0.01782435;0.9997;0.990219247;0.486733536;150;376;NEAR JASPER;NEAR JASPER;MIETTE RIVER;MIETTE RIVER;1
4208922;CA_0003561;0.219;0.007676308;0.9999;0.975793423;0.496161375;0;205;NEAR JASPER;NEAR JASPER;MALIGNE RIVER;MALIGNE RIVER;1
4208925;CA_0003564;8.214;0.018620822;0.9939;0.95425468;0.466737177;0;109;NEAR THE MOUTH;NEAR THE MOUTH;WHIRLPOOL RIVER;WHIRLPOOL RIVER;1
4208926;CA_0003562;1.885;0.01877897;0.9995;0.957831813;0.498382612;63;154;ATHABASCA GLACIER;AT ATHABASCA GLACIER;SUNWAPTA RIVER;SUNWAPTA RIVER;1
4208940;CA_0003589;3.616;0.016210754;0.9999;0.887791942;0.353570709;259;387;ABOVE EMBARRAS RIVER;ABOVE EMBARRAS RIVER;MCLEOD RIVER;MCLEOD RIVER;1
4208941;CA_0003612;11.046;0.01718394;0.9996;0.950952231;0.35268603;40;326;NEAR ROSEVEAR;NEAR ROSEVEAR;MCLEOD RIVER;MCLEOD RIVER;1
4208942;CA_0003606;0;0.002919625;1;0.993896168;0.4990882;469;49;NEAR WOLF CREEK;NEAR WOLF CREEK;MCLEOD RIVER;MCLEOD RIVER;1
4208945;CA_0003730;15.804;0.108768298;0.8645;0.715032814;0.189220993;155;20;OUTLET OF CARP LAKE;AT OUTLET OF CARP LAKE;MCLEOD RIVER;MCLEOD RIVER;1
4208946;CA_0003598;1.795;0.027267569;0.9991;0.948205118;0.363314048;111;231;NEAR CADOMIN;NEAR CADOMIN;MCLEOD RIVER;MCLEOD RIVER;1
4208947;CA_0003609;42.433;0.032280907;0.9992;0.841352321;0.392265148;160;282;NEAR WHITECOURT;NEAR WHITECOURT;MCLEOD RIVER;MCLEOD RIVER;1
4208950;CA_0003608;1.103;0.02826124;0.9998;0.829322203;0.058949037;115;384;HIGHWAY NO. 16A;AT HIGHWAY NO 16A;WOLF CREEK;WOLF CREEK;1
4208955;CA_0003622;0;1.54E-09;1;1.00E+00;5.00E-01;567;84;NEAR STYAL;NEAR STYAL;LOBSTICK RIVER;LOBSTICK RIVER;1
4208960;CA_0003621;15.604;0.036256179;0.9997;0.805272056;0.060117386;130;375;NEAR ENTWISTLE;NEAR ENTWISTLE;PEMBINA RIVER;PEMBINA RIVER;1
4208962;CA_0003632;109.184;0.046148648;0.9972;0.600860658;0.038658747;220;380;JARVIE;AT JARVIE;PEMBINA RIVER;PEMBINA RIVER;1
4208963;CA_0003617;0.558;0.05987177;0.9999;0.69136128;0.006412959;246;120;BELOW PADDY CREEK;BELOW PADDY CREEK;PEMBINA RIVER;PEMBINA RIVER;1
4208964;CA_0003618;1.748;0.031976319;0.9987;0.892206168;0.137736184;317;267;NEAR CYNTHIA;NEAR CYNTHIA;RAT CREEK;RAT CREEK;1
4208971;CA_0003851;66.289;0.006600523;0.9998;0.959822971;0.472359755;562;354;OUTLET OF BLACK LAKE;AT OUTLET OF BLACK LAKE;FOND-DU-LAC RIVER;FOND DU LAC RIVER;1
4208975;CA_0003848;7.656;0.008572996;0.9995;0.958481781;0.437113148;1;171;OUTLET OF WAPATA LAKE;AT OUTLET OF WAPATA LAKE;CREE RIVER;CREE RIVER;1
4208977;CA_0003849;1.059;0.012344462;0.9976;0.951258323;0.493804846;0;167;BELOW ROTARIU LAKE;BELOW ROTARIU LAKE;PIPESTONE RIVER;PIPESTONE RIVER;1
4208978;CA_0003845;3.326;0.005514188;0.9998;0.982593029;0.489890838;295;392;BELOW THERIAU LAKE;BELOW THERIAU LAKE;WATERFOUND RIVER;WATERFOUND RIVER;1
4208979;CA_0003847;11.399;0.007381422;0.9998;0.972244856;0.483318191;2;174;OUTLET OF GROVE LAKE;AT OUTLET OF GROVE LAKE;PORCUPINE RIVER;PORCUPINE RIVER;1
4208980;CA_0003852;4.068;0.021266564;0.9994;0.943533029;0.433921366;0;166;BELOW FOUNTAINE LAKE;BELOW FONTAINE LAKE;GREASE RIVER;GREASE RIVER;1
4208983;CA_0003854;4.839;0.015872996;0.9996;0.891053754;0.488424908;518;390;NEAR CLUFF LAKE;NEAR CLUFF LAKE;DOUGLAS RIVER;DOUGLAS RIVER;1
4208986;CA_0003855;12.303;0.037808013;0.9974;0.962817892;0.48819787;0;170;ABOVE CARSWELL RIVER;ABOVE CARSWELL RIVER;WILLIAM RIVER;WILLIAM RIVER;1
4208987;CA_0003857;9.189;0.006292435;0.9998;0.982787717;0.450002157;203;391;OUTLET OF DAVY LAKE;AT OUTLET OF DAVY LAKE;MACFARLANE RIVER;MACFARLANE RIVER;1
4208988;CA_0003853;0.361;0.003801365;0.9999;0.994900217;0.481224099;0;173;OUTLET OF MERCREDI LAKE;AT OUTLET OF MERCREDI LAKE;OTHERSIDE RIVER;OTHERSIDE RIVER;1
4208989;CA_0003846;5.092;0.034797793;0.998;0.958884687;0.420741537;0;166;ABOVE BLACK LAKE;ABOVE BLACK LAKE;CHIPMAN RIVER;CHIPMAN RIVER;1
4209100;CA_0006087;1.199;0.03372895;0.9913;0.825070924;0.404522515;9037;382;NEAR INUVIK;NEAR INUVIK;TRAIL VALLEY CREEK;TRAIL VALLEY CREEK;1
4209110;CA_0006088;0.143;0.041102432;0.9975;0.90350023;0.43555103;3292;34;NEAR INUVIK;NEAR INUVIK;ZED CREEK;ZED CREEK;1
4209111;CA_0006089;7.318;0.044073104;0.9972;0.581446169;0.030156905;1559;274;ABOVE ESKIMO LAKES;ABOVE ESKIMO LAKES;HANS CREEK;HANS CREEK;1
4209112;CA_0006086;0.099;0.004374214;0.9983;0.991831339;0.49895028;9902;78;NEAR INUVIK;NEAR INUVIK;HANS CREEK;HANS CREEK;1
4209150;CA_0006085;12.349;0.016310685;0.9999;0.916466287;0.440514527;918;287;BELOW CARNWATH RIVER;BELOW CARNWATH RIVER;ANDERSON RIVER;ANDERSON RIVER;1
4209155;CA_0006084;14.779;0.020764305;0.9993;0.996677601;0.431514293;0;142;BELOW ANDREW RIVER;BELOW ANDREW RIVER;CARNWATH RIVER;CARNWATH RIVER;1
4209200;CA_0006092;7.396;0.023260705;0.9818;0.800000914;0.12179455;1638;101;NEAR THE MOUTH;NEAR THE MOUTH;INMAN RIVER;INMAN RIVER;1
4209400;CA_0006095;19.835;0.003953981;0.9998;0.995537291;0.49913775;158;389;OUTLET OF POINT LAKE;AT OUTLET OF POINT LAKE;COPPERMINE RIVER;COPPERMINE RIVER;1
4209401;CA_0006100;311.57;0.022786748;0.9995;0.799388006;0.260196796;225;308;ABOVE COPPER CREEK;ABOVE COPPER CREEK;COPPERMINE RIVER;COPPERMINE RIVER;1
4209402;CA_0006099;72.237;0.043914272;0.9967;0.911748028;0.354950372;959;38;ABOVE BLOODY FALLS;ABOVE BLOODY FALLS;COPPERMINE RIVER;COPPERMINE RIVER;1
4209405;CA_0006098;0;0.012166913;1;0.953016391;0.384462473;1;92;NEAR DISMAL LAKES;NEAR DISMAL LAKES;ATITOK CREEK;ATITOK CREEK;1
4209410;CA_0006097;15.486;0.01622313;0.9971;0.992099537;0.463531205;93;161;NEAR OUTLET OF DISMAL LAKES;NEAR OUTLET OF DISMAL LAKES;KENDALL RIVER;KENDALL RIVER;1
4209500;CA_0006102;44.162;0.007777875;0.9987;0.926383067;0.452106069;31;350;NEAR THE MOUTH;NEAR THE MOUTH;TREE RIVER;TREE RIVER;1
4209550;CA_0006104;411.877;0.032728802;0.9942;0.72885778;0.187059605;1452;368;NEAR THE MOUTH;NEAR THE MOUTH;BURNSIDE RIVER;BURNSIDE RIVER;1
4209580;CA_0006105;18.079;0.027795873;0.9956;0.847969771;0.425573686;0;148;NEAR THE MOUTH;NEAR THE MOUTH;GORDON RIVER;GORDON RIVER;1
4209600;CA_0006107;1022.702;0.062881712;0.9852;0.575270453;0.429962834;123;347;NEAR THE MOUTH;NEAR THE MOUTH;ELLICE RIVER;ELLICE RIVER;1
4209805;CA_0006110;118.136;0.024157476;1;0.949461472;0.316851613;33;353;ABOVE HERMANN RIVER;ABOVE HERMANN RIVER;BACK RIVER;BACK RIVER;1
4209806;CA_0006108;108.919;0.032155735;0.9996;0.692165006;0.092541806;4;372;BELOW BEECHY LAKE;BELOW BEECHY LAKE;BACK RIVER;BACK RIVER;1
4209810;CA_0006109;466.049;0.026779008;0.9911;0.88291453;0.482824083;0;363;NEAR THE MOUTH;NEAR THE MOUTH;BAILLIE RIVER;BAILLIE RIVER;1
4209850;CA_0006112;151.722;0.036157555;0.9963;0.850248147;0.421371982;1;134;ABOVE CHANTREY INLET;ABOVE CHANTREY INLET;HAYES RIVER;HAYES RIVER;1
4210450;CA_0006113;52.467;0.056297383;0.9357;0.864129509;0.010811897;8506;145;ABOVE EGG RIVER;ABOVE EGG RIVER;BIG RIVER;BIG RIVER;1
4210650;CA_0006114;10.906;0.02316394;0.9974;0.77125829;0.341818115;0;362;NEAR CAMBRIDGE BAY;NEAR CAMBRIDGE BAY;FRESHWATER CREEK;FRESHWATER CREEK;1
4211310;CA_0006134;3.768;0.028815932;0.9823;0.890885242;0.381525995;1212;32;NEAR THE MOUTH;NEAR THE MOUTH;ALLEN RIVER;ALLEN RIVER;1
4211315;CA_0006135;0.107;0.004787823;0.9949;0.988224284;0.499613706;11538;7;NEAR RESOLUTE;NEAR RESOLUTE;MECHAM RIVER;MECHAM RIVER;1
4212350;CA_0006116;0.209;0.031288337;0.975;0.914067702;0.402710262;954;21;NEAR ARCTIC BAY;NEAR ARCTIC BAY;MARCIL CREEK;MARCIL CREEK;1
4212700;CA_0006121;108.156;0.040394166;0.9934;0.943864854;0.291870165;748;207;NEAR IQALUIT;NEAR IQALUIT;SYLVIA GRINNELL RIVER;SYLVIA GRINNELL RIVER;1
4212710;CA_0006118;4.798;0.09962521;0.9667;0.939331966;0.382407301;1077;15;NEAR PANGNIRTUNG;NEAR PANGNIRTUNG;DUVAL RIVER;DUVAL RIVER;1
4212720;CA_0006117;0.077;0.029349716;0.9796;0.931152022;0.411986745;223;12;BROUGHTON ISLAND;ON BROUGHTON ISLAND;TULUGAQ RIVER;TULUGAK RIVER;1
4213010;CA_0002165;11.665;0.009944889;0.9987;0.899338951;0.323239197;18;326;NEAR GLENWOOD;NEAR GLENWOOD;BELLY RIVER;BELLY RIVER;1
4213011;CA_0002135;1.939;0.011975459;0.9997;0.963420568;0.453155754;182;397;NEAR MOUNTAIN VIEW;NEAR MOUNTAIN VIEW;BELLY RIVER;BELLY RIVER;1
4213020;CA_0002480;0;0.000479098;1;0.998419788;0.499635277;192;278;NEAR ROSE LYNN;NEAR ROSE LYNN;BERRY CREEK;BERRY CREEK;1
4213021;CA_0002479;0.058;0.005177096;0.9998;0.972130208;0.312887422;10;270;NEAR THE MOUTH;NEAR THE MOUTH;BERRY CREEK;BERRY CREEK;1
4213025;CA_0003446;3.748;0.023052449;0.9998;0.988130971;0.257040658;1400;383;NEAR BIRD;NEAR BIRD;LIMESTONE RIVER;LIMESTONE RIVER;1
